symbol	log2FC_MYC	padj_MYC
9130401M01Rik	0.071733541	0.831756624
9130409I23Rik	0.05952869	0.922159798
9230102K24Rik	-0.041367315	NA
9230104L09Rik	NA	NA
9230110C19Rik	0.081871117	0.889765043
9230110F15Rik	NA	NA
9230113P08Rik	0.037813681	NA
9230114K14Rik	0.316443586	0.25459664
9230116N13Rik	0.5095973	0.185189954
9330020H09Rik	0.071229197	0.87484794
9330111N05Rik	0.027815391	NA
9330151L19Rik	0.314216328	0.139799668
9330158H04Rik	0.461984757	0.22047919
9330159F19Rik	0.21565225	0.658254952
9330175E14Rik	-0.369495377	0.362248929
9330182L06Rik	-0.355573306	0.407434176
9430007A20Rik	NA	NA
9430008C03Rik	0.472278097	0.042451163
9430015G10Rik	0.103935727	0.753875229
9430016H08Rik	-0.232010277	0.215149048
9430020K01Rik	-0.005257903	0.986193148
9430021M05Rik	NA	NA
9430038I01Rik	0.427530182	0.133491702
9430041J12Rik	0.111872711	NA
9430060I03Rik	-0.147429646	0.780624974
9430076C15Rik	-0.148432803	NA
9430083A17Rik	-0.314862249	0.387024113
9530002B09Rik	NA	NA
9530003J23Rik	-0.003980602	NA
9530026P05Rik	0.180404164	0.622332124
9530036O11Rik	0.305732627	NA
9530053A07Rik	0.280769895	NA
9530059O14Rik	-0.120589125	NA
9530068E07Rik	-0.06951482	0.694144605
9530077C05Rik	-0.434505402	0.256724507
9530082P21Rik	0.385080616	0.19859062
9530091C08Rik	0.457406919	0.054582742
9630013A20Rik	-0.079540544	0.890006299
9630028H03Rik	-0.004786602	NA
9630033F20Rik	0.315154345	0.274377155
9830107B12Rik	0.160532317	0.752697062
9830147E19Rik	0.133621645	0.545597469
9930012K11Rik	0.143294023	0.786156954
9930014A18Rik	0.705691648	0.048284505
9930021J03Rik	0.149430275	0.411534901
9930104L06Rik	-0.141124589	0.570367308
9930111J21Rik1	-0.358382177	0.250325287
9930111J21Rik2	0.076824294	NA
a	0.113490195	NA
A130010J15Rik	0.5407938	3.50E-06
A130040M12Rik	-0.309677912	0.003206338
A1bg	0.602456209	0.023073872
A1cf	-0.141756791	0.507744193
A230020J21Rik	-0.238794791	NA
A230046K03Rik	-0.066363148	0.75005278
A230050P20Rik	-0.312282177	0.190231533
A230056P14Rik	-0.097648082	0.845669554
A230057D06Rik	0.038794799	NA
A230065H16Rik	-0.042194705	NA
A230072C01Rik	0.078733437	0.793151361
A230072E10Rik	0.184735403	0.655663032
A230073K19Rik	0.258968395	0.382786526
A2m	-0.829367285	0.007789148
A330023F24Rik	-0.088725913	0.749116589
A330035P11Rik	0.228465244	0.387628588
A330040F15Rik	0.143263387	0.756595424
A330050F15Rik	NA	NA
A330069E16Rik	-0.168038343	0.67801156
A330076H08Rik	0.037813681	NA
A3galt2	-0.199566769	NA
A430005L14Rik	0.069642442	0.750424848
A430033K04Rik	-0.149449696	0.554934914
A430078G23Rik	-0.099082586	0.765401478
A430089I19Rik	NA	NA
A430093F15Rik	0.038794799	NA
A430105I19Rik	0.330159131	0.171876477
A4galt	-0.342098014	0.431167325
A4gnt	0.163458247	NA
A530013C23Rik	0.287469943	0.494543838
A530016L24Rik	1.87345014	1.05E-10
A530032D15Rik	0.252249984	0.546417586
A530053G22Rik	NA	NA
A530054K11Rik	0.136181263	0.537529434
A530058N18Rik	NA	NA
A530064D06Rik	0.109789098	0.840889491
A530088E08Rik	0.061860362	NA
A530099J19Rik	-0.055895794	NA
A630001G21Rik	0.232958838	0.596319081
A630010A05Rik	0.34764863	0.417635738
A630033H20Rik	0.316650623	0.354666638
A630066F11Rik	-0.13395785	0.753733404
A630072M18Rik	-0.066171955	0.782437337
A630073D07Rik	-0.136079643	0.777913982
A630075F10Rik	0.077918914	0.894825819
A630089N07Rik	-0.057369883	0.816090683
A630095E13Rik	NA	NA
A730008H23Rik	-0.588152669	0.008039807
A730017C20Rik	0.025872184	NA
A730017L22Rik	-0.07813959	0.681514209
A730018C14Rik	NA	NA
A730020M07Rik	-0.196232577	NA
A830010M20Rik	-0.057332403	0.915273446
A830018L16Rik	0.112972918	0.840571275
A830080D01Rik	0.155845416	0.628027873
A830082N09Rik	-0.046947516	0.93523495
A930003A15Rik	NA	NA
A930003O13Rik	-0.020523642	NA
A930004D18Rik	0.361170667	0.359986549
A930005H10Rik	0.063625296	0.867075061
A930007I19Rik	0.342968073	0.400988645
A930011G23Rik	-0.29540037	0.494257328
A930012L18Rik	0.081452589	0.888071494
A930013F10Rik	0.037738586	0.934202177
A930015D03Rik	-0.030844665	0.941521775
A930017M01Rik	0.441654365	0.083544208
A930018P22Rik	-0.018099703	NA
AA387883	-0.041815601	NA
AA388235	-0.068032098	0.889323443
AA415398	0.064157308	0.867244693
AA465934	-1.462923119	1.84E-07
AA467197	0.128907846	NA
AA474331	0.131671012	0.78964483
AA543186	0.225914796	0.592872095
AA545190	NA	NA
AA619741	NA	NA
AA792892	0.132926296	NA
AA986860	0.442148852	0.273070803
Aaas	-0.036797984	0.930319946
Aacs	0.454557098	0.031752835
Aadac	-0.140814994	0.533103404
Aadacl2	NA	NA
Aadacl3	NA	NA
Aadat	-0.180955292	0.524369193
Aaed1	-0.075825593	0.764040115
Aagab	-0.096454031	0.648806449
Aak1	-0.040747998	0.867204654
Aamdc	0.092010151	0.741467979
Aamp	-0.135978466	0.311836281
Aanat	0.377324451	0.365054939
Aar2	0.006343975	0.976338555
Aard	-0.180841088	0.719706526
Aars	-0.284391877	0.005566528
Aars2	0.03612812	0.888777818
Aarsd1	-0.102134592	0.660456546
Aasdh	-0.007020527	0.983196741
Aasdhppt	0.172330757	0.336511017
Aass	0.139569269	0.506219729
Aatf	0.23144765	0.494671578
Aatk	-0.509691237	0.041667205
AB124611	-0.018681851	0.970932248
Abat	-0.106280183	0.556884995
Abca1	-0.200604578	0.149449931
Abca12	-0.001717362	0.997160736
Abca13	-0.19223309	NA
Abca14	-0.260875053	0.572200594
Abca15	-0.041367315	NA
Abca16	NA	NA
Abca17	0.225025837	NA
Abca2	-0.227988011	0.151157845
Abca3	0.278347446	0.336098334
Abca4	-0.382438761	NA
Abca5	0.45800098	0.008039807
Abca6	-0.029165061	0.911869141
Abca7	-0.054612013	0.84279799
Abca8a	-0.016869131	0.970932248
Abca8b	-0.341392145	0.237894853
Abca9	-0.242194848	0.294993612
Abcb10	-0.097556959	0.758620995
Abcb11	-0.228406771	0.269967718
Abcb1a	0.682343857	0.034923337
Abcb1b	-0.366846146	0.360508711
Abcb4	-0.248340406	0.177981104
Abcb5	0.079457909	NA
Abcb6	-0.103771887	0.503756094
Abcb7	-0.019912773	0.918529263
Abcb8	0.037039166	0.899202492
Abcb9	-0.082103162	0.809738359
Abcc1	0.066967277	0.875983333
Abcc10	0.373192793	0.044756343
Abcc12	0.178813493	0.716691148
Abcc2	-0.133927759	0.456509033
Abcc3	0.156596819	0.553632397
Abcc4	0.130621002	0.79190611
Abcc5	-0.203098786	0.311740453
Abcc6	0.250181591	0.269686366
Abcc8	NA	NA
Abcc9	-0.182499801	0.361139202
Abcd1	-0.103007427	0.720030402
Abcd2	0.513581296	0.112048117
Abcd3	-0.125606679	0.56143694
Abcd4	0.344576263	0.094726252
Abce1	0.02697606	0.931423703
Abcf1	-0.143951102	0.48422624
Abcf2	0.178230404	0.32442501
Abcf3	-0.04118741	0.848899224
Abcg1	-0.105749733	0.760928477
Abcg2	-0.260256407	0.447378888
Abcg3	-0.131943312	0.770422143
Abcg4	-0.029556066	NA
Abcg5	0.454185221	0.109114697
Abcg8	0.225421047	0.509236822
Abhd1	0.056742747	0.926013616
Abhd10	0.050452885	0.875063991
Abhd11	0.003499381	0.988297115
Abhd11os	0.488245218	0.197551545
Abhd12	-0.066267313	0.753560344
Abhd13	0.301528427	0.062998667
Abhd14a	-0.090787865	0.752237871
Abhd14b	-0.152748261	0.426496651
Abhd15	0.322348094	0.128210662
Abhd16a	-0.071101386	0.747471934
Abhd16b	0.112636236	0.840889491
Abhd17a	-0.08058061	0.622825892
Abhd17b	0.316526276	0.178009732
Abhd17c	-0.379718327	0.000270281
Abhd2	0.076555106	0.862443968
Abhd3	0.192898633	0.294158505
Abhd4	-0.121283268	0.503566195
Abhd5	-0.397135516	0.002242864
Abhd6	-0.019632751	0.962182474
Abhd8	0.168851498	0.537052042
Abi1	-0.060479371	0.744197571
Abi2	-0.075738423	0.742090214
Abi3	-0.337100648	0.306286977
Abi3bp	0.101791062	0.760924751
Abl1	0.06138495	0.759410272
Abl2	-0.517006858	0.021089115
Ablim1	0.14948243	0.476757216
Ablim2	-0.3361448	0.296617002
Ablim3	-0.386078093	0.093158085
Abo	NA	NA
Abr	-0.040411528	0.898183037
Abra	0.01129287	NA
Abracl	-0.028698999	0.931423703
Abt1	0.216778781	0.168016437
Abtb1	-0.072751847	0.767156418
Abtb2	-0.141128587	0.757276053
Acaa1a	0.005664753	0.984098837
Acaa1b	-0.167376128	0.402237821
Acaa2	0.046537772	0.91159
Acaca	0.279792293	0.242426666
Acacb	0.523070528	0.112834999
Acad10	0.266326825	0.332513165
Acad11	0.051046279	0.834067664
Acad12	0.207405364	0.537574509
Acad8	0.019404927	0.946550145
Acad9	0.123265056	0.408085705
Acadl	0.059088818	0.827206188
Acadm	0.000987877	0.997818246
Acads	-0.1401932	0.399421027
Acadsb	0.072068727	0.749116589
Acadvl	-0.081233747	0.574488597
Acan	NA	NA
Acap1	0.161588353	0.668100583
Acap2	0.329390951	0.014808124
Acap3	0.476367766	0.06006989
Acat1	0.048966035	0.878901194
Acat2	-0.145474793	0.364790338
Acat3	-0.232693733	0.299249722
Acbd3	0.014846708	0.949854012
Acbd4	-0.367056297	0.001844471
Acbd5	0.015785283	0.959738455
Acbd6	-0.010707469	0.971545322
Acbd7	-0.013498412	NA
Accs	-0.08302654	0.862871463
Accsl	-0.041367315	NA
Acd	-0.219243952	0.28658646
Ace	-0.45337431	0.246141892
Ace2	0.206736634	0.669425435
Acer1	0.267896384	0.558475585
Acer2	0.286795424	0.028081159
Acer3	0.616284744	0.002410172
Ache	0.260452836	0.571660843
Acin1	-0.30378509	0.004327037
Ackr1	0.515214365	0.153691064
Ackr2	-0.740643577	0.007098122
Ackr3	-0.471427336	0.219150593
Ackr4	0.094853174	0.831884027
Acly	-0.018343576	0.961610876
Acmsd	-0.110886877	0.685176108
Acn9	0.187279432	0.411746249
Acnat1	-0.073943238	0.686521303
Acnat2	0.40532258	0.328635543
Aco1	0.055143733	0.798575034
Aco2	0.188357783	0.301749358
Acot1	0.761329683	0.014808124
Acot10	0.323305533	NA
Acot11	1.273233756	1.40E-15
Acot12	0.132338068	0.598790114
Acot13	0.170269168	0.496317028
Acot2	1.020285923	0.000823947
Acot3	0.588755453	0.029589259
Acot4	1.004215492	0.000550843
Acot5	-0.002307769	NA
Acot6	0.323452535	0.422536288
Acot7	0.31103334	0.195270254
Acot8	-0.012749436	0.969754789
Acot9	-0.032247467	0.952372655
Acox1	-0.116685389	0.477761656
Acox2	-0.177051111	0.333670102
Acox3	-0.454079071	0.00081104
Acoxl	-0.046056069	NA
Acp1	0.139699775	0.35549696
Acp2	-0.04429833	0.738596189
Acp5	-0.30069409	0.005049575
Acp6	0.136269003	0.392327962
Acpp	-0.872673648	1.54E-05
Acr	0.184467497	NA
Acrbp	0.042607672	0.918062938
Acrv1	0.260485153	NA
Acsbg1	0.401042823	NA
Acsbg2	0.099866558	NA
Acsf2	-0.146892359	0.548698275
Acsf3	0.093201588	0.69331277
Acsl1	-0.134615868	0.523924723
Acsl3	0.207621661	0.305648547
Acsl4	0.238426622	0.185089743
Acsl5	0.077224904	0.818618
Acsl6	0.201398699	NA
Acsm1	-0.02565732	0.946550145
Acsm2	-0.109939874	0.80045403
Acsm3	0.072685077	0.792373319
Acsm4	-0.052539342	NA
Acsm5	-0.081417013	0.755860104
Acss1	0.141911538	0.78964483
Acss2	0.167488406	0.623485834
Acss3	0.938626502	0.005274419
Acta1	-0.176580552	NA
Acta2	-0.223619154	0.617686428
Actb	-0.251687976	0.007805393
Actbl2	-0.042714014	NA
Actc1	-0.118337557	NA
Actg1	0.072011466	0.792720193
Actg2	-0.075580878	NA
Actl10	-0.112971531	NA
Actl11	NA	NA
Actl6a	0.187719465	0.216357054
Actl6b	0.100614954	NA
Actl7a	0.052455783	0.930514005
Actl7b	0.048435733	NA
Actl9	-0.415718208	NA
Actn1	0.234490681	0.188655842
Actn2	0.083330028	0.887446131
Actn3	-0.175533148	NA
Actn4	-0.217024418	0.093631229
Actr10	-0.107609138	0.56527907
Actr1a	0.025561785	0.886288645
Actr1b	-0.042923489	0.775792541
Actr2	-0.25337789	0.064955955
Actr3	0.211829063	0.181888369
Actr3b	-0.009917896	NA
Actr5	0.104665907	0.724167961
Actr6	0.460944707	0.007210933
Actr8	0.265724031	0.067646614
Actrt1	NA	NA
Actrt2	NA	NA
Actrt3	0.050265801	NA
Acvr1	-0.073882176	0.799791631
Acvr1b	0.012772007	0.971286776
Acvr1c	0.353213905	0.406326795
Acvr2a	0.102944351	0.506709882
Acvr2b	0.214697089	0.574043452
Acvrl1	-0.215752575	0.296779755
Acy1	0.407470051	0.026887165
Acy3	-0.247317998	0.160338178
Acyp1	0.200751273	0.461550812
Acyp2	0.037002657	0.949399372
Ada	0.340177433	0.222180386
Adad1	0.050265801	NA
Adad2	NA	NA
Adal	0.10065748	0.613182093
Adam10	-0.268514157	0.276010476
Adam11	0.26846993	0.530101148
Adam12	-0.202662616	0.393090738
Adam15	0.010797359	0.979743979
Adam17	0.056910481	0.791410265
Adam18	NA	NA
Adam19	-0.336763292	0.392424761
Adam1a	0.330334096	0.326530313
Adam1b	-0.004084482	NA
Adam2	-0.200896208	NA
Adam20	NA	NA
Adam21	-0.223958932	NA
Adam22	-0.022379773	0.970778766
Adam23	0.160009166	0.513915176
Adam24	0.034197669	NA
Adam25	NA	NA
Adam26a	NA	NA
Adam26b	NA	NA
Adam28	-0.012923467	0.984098837
Adam29	NA	NA
Adam3	-0.002307769	NA
Adam30	-0.0602698	NA
Adam32	-0.149171185	NA
Adam33	-0.173326343	0.712119524
Adam34	NA	NA
Adam39	-0.041396961	NA
Adam4	-0.102327895	0.78587627
Adam5	-0.041815601	NA
Adam6a	NA	NA
Adam6b	-0.06017953	NA
Adam7	-0.137163719	NA
Adam8	0.011206768	0.986323935
Adam9	-0.151645425	0.26795
Adamdec1	0.268377433	0.522113457
Adamts1	-0.05020874	0.856660298
Adamts10	-0.362268533	0.06471088
Adamts12	-0.409284356	0.310986671
Adamts13	0.577431545	0.035363705
Adamts14	-0.012325059	0.981925328
Adamts15	0.097819545	0.857679491
Adamts16	0.060375955	NA
Adamts17	0.044339745	0.942089002
Adamts18	0.296743916	NA
Adamts19	0.061754041	NA
Adamts2	-0.625038906	0.006499691
Adamts20	-0.004345208	NA
Adamts3	0.064831794	0.914935026
Adamts4	-0.755371683	0.030915939
Adamts5	-0.105656558	0.782454914
Adamts6	-0.314715571	0.478114066
Adamts7	0.477278305	0.218394557
Adamts8	-0.16769058	0.746354283
Adamts9	-0.74375955	0.005679338
Adamtsl1	0.337418215	0.436017427
Adamtsl2	-0.244598929	0.538737006
Adamtsl3	-0.658720586	0.055848544
Adamtsl4	0.020089752	0.97195842
Adamtsl5	-0.022310554	0.971400091
Adap1	-0.282186988	0.453015292
Adap2	-0.190230632	0.235975679
Adar	-0.711672338	1.11E-06
Adarb1	0.872953755	1.01E-06
Adarb2	0.459636804	0.207803059
Adat1	0.130536504	0.737514306
Adat2	0.154907789	0.715512314
Adat3	0.069687076	0.903647519
Adck1	0.101884842	0.650505736
Adck2	0.18589043	0.434332471
Adck3	-0.196104773	0.577966931
Adck4	0.209559606	0.218855327
Adck5	-1.11132166	2.75E-09
Adcy1	0.194593706	NA
Adcy10	0.564593568	0.123372227
Adcy2	-0.405788104	NA
Adcy3	0.036185053	0.93523495
Adcy4	-0.597608128	0.010759679
Adcy5	-0.473787849	0.115450591
Adcy6	0.071872739	0.78204433
Adcy7	-0.140742865	0.668666549
Adcy8	0.088367919	NA
Adcy9	-0.01595732	0.967841719
Adcyap1	NA	NA
Adcyap1r1	-0.519796505	0.087469374
Add1	-0.168766805	0.364790338
Add2	-0.095571812	NA
Add3	0.118711121	0.688567103
Adh1	0.104998262	0.789321043
Adh4	-0.259760329	0.229052088
Adh5	-0.051911934	0.841873611
Adh6-ps1	-0.564435328	0.133962477
Adh6a	-0.030685092	NA
Adh7	0.269482452	0.089961312
Adhfe1	-0.06372382	0.797724607
Adi1	-0.349050099	0.004519817
Adig	0.144508394	NA
Adipoq	0.18210356	NA
Adipor1	-0.001988645	0.993579509
Adipor2	-0.242494971	0.063301503
Adk	0.166953755	0.496504644
Adm	-0.395095883	0.246117429
Adm2	0.015673915	NA
Adnp	-0.096278801	0.731052193
Adnp2	-0.519987876	0.029152807
Ado	0.156859264	0.454762913
Adora1	-0.537253319	0.101963397
Adora2a	-0.188726111	0.639932289
Adora2b	0.206806127	NA
Adora3	0.222856094	NA
Adpgk	0.312609225	0.132039263
Adprh	-0.290091718	0.334418859
Adprhl1	0.057670647	NA
Adprhl2	0.253798376	0.086838302
Adprm	0.148799803	0.572191824
Adra1a	0.225637216	0.428845724
Adra1b	0.030781945	0.923243347
Adra1d	-0.002307769	NA
Adra2a	-0.003258487	NA
Adra2b	-0.042088028	0.92179365
Adra2c	0.056642571	NA
Adrb1	0.033452609	0.957482273
Adrb2	0.454644259	0.249293931
Adrb3	-0.172329624	0.701776723
Adrbk1	-0.040354303	0.842377624
Adrbk2	-0.060348598	0.876925559
Adrm1	-0.090476003	0.592924829
Adsl	0.210886184	0.368893715
Adss	0.091532868	0.663424944
Adssl1	0.420020701	0.163782567
Adtrp	0.068356726	0.786657088
Aebp1	-0.036931169	0.944499981
Aebp2	0.035123487	0.92844162
Aen	0.345400733	0.377263293
Aes	-0.151167309	0.322173524
AF067063	-0.041367315	NA
AF251705	-0.435906673	0.194536857
AF357355	-0.041367315	NA
AF357359	0.056847649	NA
AF357399	0.188376874	0.692889877
AF366264	0.281612066	0.532435118
AF529169	0.050415742	NA
Afap1	-0.305993588	0.347320463
Afap1l1	-0.036974892	0.938363205
Afap1l2	-0.338355794	0.349720123
Aff1	-0.446596468	0.002014542
Aff2	0.018037306	0.977715282
Aff3	-0.085524003	0.873859854
Aff4	-0.369403586	0.000392963
Afg3l1	-0.345226555	0.004381294
Afg3l2	0.048185486	0.800736504
Afm	-0.014636807	0.971477452
Afmid	0.032946603	0.934462979
Afp	0.760141432	0.018559236
Aftph	0.006873843	0.970112002
Aga	0.172766994	0.494257328
Agap1	-0.332288947	0.234656921
Agap2	-0.423452276	0.226609065
Agap3	0.094611446	0.718122051
Agbl1	-0.016988271	NA
Agbl2	-0.043124392	NA
Agbl3	0.351451155	0.153861402
Agbl4	0.038731861	NA
Agbl5	0.109280812	0.722945913
Ager	0.265208101	0.564090702
Agfg1	-0.067799505	0.679522249
Agfg2	0.291915716	0.058443763
Aggf1	-0.086618618	0.678636475
Agk	0.330908638	0.043663153
Agl	0.634667053	1.05E-06
Agmat	0.086962976	0.636180565
Agmo	0.324035547	0.066975651
Ago1	-0.182506848	0.2777149
Ago2	-0.02362433	0.956237693
Ago3	-0.033612147	0.916782039
Ago4	-0.44040469	0.109096374
Agpat1	0.586496552	0.011546085
Agpat2	-0.227793274	0.165812972
Agpat3	-0.294367582	0.000660446
Agpat4	0.303678297	0.386303485
Agpat5	0.06055624	0.863602857
Agpat6	-0.079831815	0.775792541
Agpat9	0.209561208	0.514073902
Agps	0.315223503	0.003952603
Agr2	NA	NA
Agr3	NA	NA
Agrn	0.112972894	0.658844217
Agrp	0.041882041	0.94664892
Agt	-0.242200963	0.053166714
Agtpbp1	0.199286142	0.397989833
Agtr1a	-0.290748382	0.20550934
Agtr1b	0.038595848	NA
Agtr2	NA	NA
Agtrap	0.151182984	0.555572739
Agxt	-0.122471712	0.574423714
Agxt2	-0.257002752	0.247452551
Ahctf1	0.229695304	0.303355995
Ahcy	-0.082708774	0.724577295
Ahcyl1	-0.399844912	0.008475827
Ahcyl2	-0.580044265	0.001857045
Ahdc1	-0.106682576	0.706708669
Ahi1	0.53185983	0.032363433
Ahnak	-0.560172727	0.001225256
Ahr	0.095287027	0.792060378
Ahrr	-0.067969124	0.895724969
Ahsa1	-0.05704996	0.780604983
Ahsa2	-0.173988147	0.46676576
Ahsg	-0.094931814	0.71243381
AI118078	0.633593499	0.075336167
AI182371	-0.165060027	0.399725431
AI314180	-0.097730132	0.582183457
AI317395	0.233239719	0.340418683
AI413582	0.233414515	0.506584885
AI414108	0.157065001	NA
AI427809	0.100067667	NA
AI429214	-0.162823601	0.740217348
AI450353	0.140404021	0.771443745
AI464131	-0.019516821	0.949399372
AI467606	0.093640168	0.863323176
AI504432	0.008315634	0.9908374
AI506816	0.135199394	0.759011205
AI507597	0.217829452	0.488276839
AI593442	NA	NA
AI597479	0.276389449	0.062156203
AI661453	-0.20529418	0.47251134
AI662270	0.185739463	0.533541057
AI837181	0.164960175	0.408499483
AI846148	0.102288658	0.7556821
AI854703	0.110503208	NA
AI987944	0.175039215	0.34502077
Aicda	-0.036172623	NA
Aida	-0.183703329	0.252213096
Aif1	-0.154827348	0.685977476
Aif1l	-0.210122388	0.665203864
Aifm1	-0.179040252	0.211035073
Aifm2	0.46973002	0.066985437
Aifm3	0.188858184	0.700908514
Aig1	0.069336588	0.831756624
Aim1	-0.004626732	0.989895153
Aim1l	-0.517034923	0.106263988
Aim2	0.168794717	0.590923368
Aimp1	0.210627112	0.243402789
Aimp2	0.227648087	0.44371006
Aip	-0.46737104	0.035506042
Aipl1	-0.041815601	NA
Aire	0.037813681	NA
Airn	-0.410528765	0.310986671
Ajap1	-0.22240113	NA
Ajuba	0.008829623	0.986386025
AK010878	0.519846156	0.003893595
Ak1	0.006828589	0.992005678
AK129341	0.654553853	0.064979611
Ak2	0.013111102	0.964936675
Ak3	-0.173695359	0.271341798
Ak4	0.666744119	0.003378252
Ak5	0.368152832	0.385204574
Ak7	0.395789392	0.318954889
Ak8	-0.092007645	NA
Akap1	-0.030914574	0.864894958
Akap10	0.18300252	0.2738724
Akap11	0.194905697	0.26530022
Akap12	0.181298409	0.509058078
Akap13	-0.147952729	0.253804836
Akap14	0.010052508	NA
Akap17b	0.630957972	0.001208736
Akap2	-0.17363541	0.439391653
Akap3	-0.059082302	NA
Akap4	-0.041815601	NA
Akap5	0.237570752	0.502003758
Akap6	-0.029908146	0.962884357
Akap7	0.403054054	0.148235543
Akap8	0.441981042	0.001455864
Akap8l	0.286559477	0.079684921
Akap9	-0.389668371	0.005871621
Akip1	-0.531603006	0.024648399
Akirin1	-0.060473699	0.760085119
Akirin2	0.075129256	0.679796376
Akna	-0.257040142	0.363976191
Aknad1	0.274175715	NA
Akp3	0.038731861	NA
Akr1a1	-0.062046526	0.829398346
Akr1b10	-0.253712983	0.536667981
Akr1b3	NA	NA
Akr1b7	0.382801615	0.269967718
Akr1b8	0.904388065	4.87E-05
Akr1c12	-0.052890035	0.864299788
Akr1c13	-0.050682761	0.895669435
Akr1c14	0.058026967	0.830636159
Akr1c18	0.186946772	NA
Akr1c19	0.188024304	0.613182093
Akr1c20	-0.005645577	0.989877105
Akr1c21	-0.426950902	0.296150108
Akr1c6	-0.026305769	0.954124584
Akr1cl	0.01697489	NA
Akr1d1	0.18167785	0.569234318
Akr1e1	0.045011345	0.888694501
Akr7a5	-0.296302665	0.037994463
Akt1	0.391708623	0.036088645
Akt1s1	-0.037780702	0.865896371
Akt2	0.016432085	0.932387293
Akt3	-0.593977692	0.011712105
Aktip	0.181854619	0.28733663
Alad	-0.105774626	0.666248684
Alas1	0.482786434	0.130675517
Alas2	-0.443225443	0.266716556
Alb	0.098335191	0.833532945
Alcam	0.484580377	4.65E-05
Aldh16a1	-0.088108448	0.583625304
Aldh18a1	-0.079712885	0.875870032
Aldh1a1	-0.091282463	0.799791631
Aldh1a2	-0.025231331	0.967584583
Aldh1a3	-0.441845953	0.262178468
Aldh1a7	-0.203359581	0.296083236
Aldh1b1	0.556310054	0.00143815
Aldh1l1	0.097162972	0.78087347
Aldh1l2	0.017966792	0.970932248
Aldh2	0.055521048	0.854720359
Aldh3a1	0.050837028	NA
Aldh3a2	-0.01389346	0.970360169
Aldh3b1	-0.810951544	0.000759829
Aldh3b2	0.99798816	0.002346885
Aldh4a1	-0.050243791	0.838259063
Aldh5a1	0.126421049	0.522492313
Aldh6a1	0.07953463	0.696630261
